ENTIDAD,MUNICIPIO,PARTIDO,PRESIDENTE_MUNICIPAL,PERIODO_FORMATO_ORIGINAL,Year
TAMAULIPAS,CASAS,PRI,FRANCISCO JAVIER BARRON ZUÑIGA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,CASAS,PRI,JORGE CANDELARIO HINOJOSA RODRIGUEZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,CASAS,PRI,JORGE CANDELARIO HINOJOSA RODRIGUEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,CASAS,PRI,MARIA DOLORES BERLANGA GIL,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,CASAS,TSTAMPS,SANTIAGO AVALOS MEDINA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,CIUDAD MADERO,COAL,ADRIAN OSEGUERA KERNION,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,CIUDAD MADERO,COAL,ADRIAN OSEGUERA KERNION,del 01-Oct-2021 al 30-Sep-2024,2021
TAMAULIPAS,CIUDAD MADERO,COAL,JAIME TURRUBIATES SOLIS,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,CIUDAD MADERO,COALICIoN,GUADALUPE GONZALEZ GALVAN,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,CIUDAD MADERO,CUXT,SERGIO ARTURO POSADAS LARA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,CIUDAD MADERO,PAN,JOSE ANDRES ZORRILLA MORENO,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,CIUDAD MADERO,PRD,ALFREDO PLIEGO ALDANA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,CIUDAD MADERO,PRD,JOAQUIN ANTONIO HERNANDEZ CORREA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,CIUDAD MADERO,PRD,JORGE MARIO SOSA POHL,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,CIUDAD MADERO,PRD,JUAN MANUEL HERNANDEZ CORREA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,CIUDAD MADERO,TSTAMPS,ESDRAS ROMERO VEGA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,CRUILLAS,COAL,OLGA LIDIA HERNANDEZ BARRIENTOS,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,CRUILLAS,CUXT,HERIBERTO RIVERA CANTU,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,CRUILLAS,PAN,MARIA ANGELINA GUERRERO GALVAN,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,CRUILLAS,PRI,GUADALUPE AGUIRRE DE LEON,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,CRUILLAS,PRI,HECTOR VARGAS SALDIVAR,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,CRUILLAS,PRI,HERIBERTO RIVERA CANTU,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,CRUILLAS,PRI,JOSE FELIPE GARCIA GARCIA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,CRUILLAS,PRI,JUAN AGUIRRE GALVAN,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,CRUILLAS,PRI,NOEL DE LA FUENTE GOMEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,CRUILLAS,PRI,SAMUEL CEPEDA PALACIOS,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,CRUILLAS,TSTAMPS,JUAN MANUEL VELA RIVAS,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,EL MANTE,COAL,HUMBERTO FLORES DEWEY,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,EL MANTE,COALICIoN,JOSE LUIS CASTELLANOS GONZALEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,EL MANTE,CUXT,HECTOR LOPEZ GONZALEZ,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,EL MANTE,PAN,EDGAR NOE RAMOS FERRETIZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,EL MANTE,PAN,FERNANDO PEDRAZA CHAVERRI,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,EL MANTE,PAN,JOSE MATEO VAZQUEZ ONTIVEROS,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,EL MANTE,PAN,JUAN FRANCISCO LEAL GUERRA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,EL MANTE,PRI,JAVIER VILLAREAL SALAZAR,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,EL MANTE,PRI,JAVIER VILLARREAL TERAN,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,EL MANTE,PRI,JOSE ERNESTO MANRIQUE VILLARREAL,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,EL MANTE,TSTAMPS,PABLO GONZALEZ LEON,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,GOMEZ FARIAS,COAL,JOSE FLORES CASTELLANOS,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,GOMEZ FARIAS,PAN,FRANCISCO JAVIER LOPEZ REYES,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,GOMEZ FARIAS,PAN,FRANCISCO JAVIER LOPEZ REYES,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,GOMEZ FARIAS,PAN,FRANCISCO JAVIER LOPEZ REYES,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,GOMEZ FARIAS,PAN,FRANK YUSSEF DE LEON AVILA,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,GOMEZ FARIAS,PRI,ARTURO DE JESUS LUMBRERAS DELGADO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,GOMEZ FARIAS,PRI,ERNESTO ANGEL SAAVEDRA ALMAGUER,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,GOMEZ FARIAS,PRI,ESPERANZA BALDERAS MORALES,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,GOMEZ FARIAS,PRI,JOSE NIEVES GARCIA BERMUDEZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,GOMEZ FARIAS,PRI,MARCELINO MENDOZA ROSAS,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,GOMEZ FARIAS,TSTAMPS,MARIA TERESA GALVAN GARCIA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,GONZALEZ,COAL,MANUEL GONZALEZ PARREÑO,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,GONZALEZ,CUXT,EDGAR ERWIN VERLAGE GUERRERO,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,GONZALEZ,PAN,ADA GABRIELA VERLAGE FRIEDMAN,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,GONZALEZ,PAN,GUILLERMO VERLAGE BERRY,del 01-Oct-2018 al 30-Sep-2021,2018
TAMAULIPAS,GONZALEZ,PAN,GUILLERMO VERLAGE BERRY,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,GONZALEZ,PRI,GUADALUPE FLORES GARCIA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,GONZALEZ,PRI,JAIME ANTONIO JUAREZ MOCTEZUMA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,GONZALEZ,PRI,JESUS MIGUEL ORTEGA GONZALEZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,GONZALEZ,PRI,JUAN MANUEL GONZALEZ ASTORGA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,GONZALEZ,PRI,JUAN RAFAEL OSORIO GARZA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,GONZALEZ,TSTAMPS,RAUL GARCIA VALLEJO,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,GUERRERO,COAL,LUIS GERARDO RAMOS GOMEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,GUERRERO,CUXT,OLGA JULIANA ELIZONDO GUERRA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,GUERRERO,PAN,BEATRIZ POSADA NORIEGA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,GUERRERO,PRI,IRACEMA ALBEZA PEÑA RAMIREZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,GUERRERO,PRI,IRACEMA ALBEZA PEÑA RAMIREZ,del 01-Oct-2021 al 30-Sep-2024,2021
TAMAULIPAS,GUERRERO,PRI,JAIME ARIAS GUERRA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,GUERRERO,PRI,JOEL ROBERTO OLIVARES VILLARREAL,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,GUERRERO,PRI,LUIS GERARDO RAMOS GOMEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,GUERRERO,PRI,RAFAEL CONTRERAS GUTIERREZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,GUERRERO,PRI,RAFAEL CONTRERAS GUTIERREZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,GUERRERO,TSTAMPS,NATHYELLI CONTRERAS VILLARREAL,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,COAL,HUMBERTO ROQUE CUELLAR,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,COAL,JOSE MANUEL LOPEZ HERNANDEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,COAL,NATALY GARCIA DIAZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,CUXT,JOSE GUADALUPE GONZALEZ VAZQUEZ,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PAN,OSCAR MARIO MORALES GUTIERREZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PES,JORGE NAVARRO GARZA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PRI,J CARLOS ALBERTO OLIVARES GUERRERO,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PRI,JOSE GUADALUPE CHAPA GUTIERREZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PRI,OSCAR MARIO MORALES GUTIERREZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,PRI,RAMON JAIME AGUAYO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,GUSTAVO DIAZ ORDAZ,TSTAMPS,JORGE REFUGIO LONGORIA OLIVARES,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,GÜEMEZ,COAL,JOSE LORENZO MORALES AMADOR,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,GÜEMEZ,COAL,LUIS LAURO REYES RODRIGUEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,GÜEMEZ,NA,RAMON PORTALES HERRERA,de 1991 a 1992,1991
TAMAULIPAS,GÜEMEZ,PAN,CARLOS ADRIAN CARDENAS GONZALEZ,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,GÜEMEZ,PAN,CARLOS ADRIAN CARDENAS GONZALEZ,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,GÜEMEZ,PRI,ARTURO LOPEZ CARBAJAL,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,GÜEMEZ,PRI,FRANCISCO SANCHEZ GAMEZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,GÜEMEZ,PRI,JOSE LORENZO MORALES AMARO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,GÜEMEZ,PRI,JOSE LORENZO MORALES AMARO,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,GÜEMEZ,PRI,JOSE LORENZO MORALES AMARO,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,GÜEMEZ,PRI,JULIAN ARREDONDO PEREZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,GÜEMEZ,TSTAMPS,JULIO CESAR LOPEZ WALLE,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,HIDALGO,COAL,GONZALO UVALLE MORALES,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,HIDALGO,COAL,REYES WENSESLADO ZUÑIGA VAZQUEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,HIDALGO,CUXT,MARCO ANTONIO LEAL GARCIA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,HIDALGO,PAN,JUAN JOSE CONTRERAS CASTILLO,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,HIDALGO,PAN,MA DE LOURDES DOMINGUEZ WALLE,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,HIDALGO,PRI,CESAREO ROCHA VILLANUEVA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,HIDALGO,PRI,DAVID ZUÑIGA SALDIERNA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,HIDALGO,PRI,JAVIER IBARRA ECHARTEA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,HIDALGO,PRI,JUAN LINARES REYES,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,HIDALGO,PRI,SERGIO CARRILLO LUMBRERAS,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,HIDALGO,TSTAMPS,JESUS MANUEL GUERRERO GAMBOA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,JAUMAVE,CI,JOSE LUIS GALLARDO FLORES,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,JAUMAVE,CI,JOSE LUIS GALLARDO FLORES,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,JAUMAVE,COAL,EPIGMENIO VILLARREAL VALADEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,JAUMAVE,PAN,CESAR MARTIN RODRIGUEZ GARCIA,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,JAUMAVE,PRD,RICARDO QUINTANILLA LEAL,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,JAUMAVE,PRI,FELIPE REYES MENDEZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,JAUMAVE,PRI,JOSE ALFREDO DE LA ROSA TORRES,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,JAUMAVE,PRI,JOSE GUDIÑO CARDIEL,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,JAUMAVE,PRI,JOSE RIVERA ARRIAGA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,JAUMAVE,PRI,MIGUEL ANGEL SETIEN RUIZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,JAUMAVE,TSTAMPS,JOSE RAMON EGUIA NAVARRO,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,JIMENEZ,COAL,JORGE SALAZAR MENDEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,JIMENEZ,COAL,MONICA SALDIVAR QUINTANILLA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,JIMENEZ,CUXT,JOSE GUADALUPE SAUCEDO GARCIA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,JIMENEZ,PAN,ELDA DE LEON RANGEL,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,JIMENEZ,PI,MARIA DEL ROSARIO ELIZONDO SALINAS,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,JIMENEZ,PRI,FERNANDO CANTU CABALLERO,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,JIMENEZ,PRI,JOSE GUADALUPE SAUCEDO GARCIA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,JIMENEZ,PRI,LUIS ENRIQUE SALAZAR SÀNCHEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,JIMENEZ,PRI,MAURICIO SALAZAR SALDIVAR,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,JIMENEZ,PRI,SILVESTRE SALAZAR SALDIVAR,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,JIMENEZ,TSTAMPS,JOSE GUADALUPE SAUCEDO GARCIA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,LLERA,CI,HECTOR MANUEL DE LA TORRE VALENZUELA,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,LLERA,CI,JUAN MANUEL DE LA TORRE VALENZUELA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,LLERA,COAL,MARIO ALBERTO ORTIZ CANO,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,LLERA,PAN,HECTOR MANUEL DE LA TORRE VALENZUELA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,LLERA,PAN,MOISES ANTONIO BORJON OLVERA,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,LLERA,PRI,CARLOS ALBERTO FLORES QUIROGA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,LLERA,PRI,DAVID MANRIQUEZ PEREZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,LLERA,PRI,JUAN EMILIO CASTRO SOTO,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,LLERA,PRI,JUAN TORAL MENDOZA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,LLERA,PRI,RAYMUNDO HERNANDEZ GARCIA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,LLERA,TSTAMPS,JOSE PABLO VALADEZ HERNANDEZ,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MAINERO,COAL,MARTIN IRINEO TOVAR GONZALEZ,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,MAINERO,COAL,SIABEL MARTINEZ GONZALEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,MAINERO,CUXT,LUIS ALEJANDRO CUELLAR AGUILAR,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MAINERO,PAN,LAZARA NELLY GONZALEZ AGUILAR,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MAINERO,PAN,MARGARITA CARRANZA MENDEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MAINERO,PAN,MARIA DOLORES CUELLAR LUNA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MAINERO,PRI,JESUS TOVAR GONZALEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MAINERO,PRI,JOSE ALDAPE RODRIGUEZ,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MAINERO,PRI,JUAN JOSE RAMOS GAUNA,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,MAINERO,PRI,MARTIN IRINEO TOVAR GONZALEZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MAINERO,PRI,VICENTE ESCALONA PUENTE,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MATAMOROS,COAL,JESUS JUAN DE LA GARZA DIAZ DEL GUANTE,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MATAMOROS,COAL,MARIO ALBERTO LOPEZ HERNANDEZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,MATAMOROS,COAL,MARIO ALBERTO LOPEZ HERNANDEZ,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MATAMOROS,COAL,VICTOR ALFONSO SANCHEZ GARZA,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,MATAMOROS,CUXT,ERICK AGUSTIN SILVA SANTOS,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MATAMOROS,PAN,LETICIA SALAZAR VAZQUEZ,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MATAMOROS,PAN,RAMON ANTONIO SAMPAYO ORTIZ,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,MATAMOROS,PRI,BALTAZAR MANUEL HINOJOSA OCHOA,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MATAMOROS,PRI,HOMAR ZAMORANO AYALA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MATAMOROS,PRI,MARIO PRAXEDIS ZOLEZZI GARCIA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MATAMOROS,PRI,TOMAS JESUS YARRINGTON RUVALCABA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MENDEZ,COAL,PEDRO GARCIA PALACIOS,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,MENDEZ,PAN,ANABEL RIVERA TREVIÑO,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MENDEZ,PAN,GUSTAVO OBREGON PALACIOS,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MENDEZ,PAN,MA CRISTINA BARRERA BARRERA,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MENDEZ,PAN,MA RAMONA MORUA PULIDO,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,MENDEZ,PRI,FEDERICO MENDOZA FUERTE,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,MENDEZ,PRI,FRANCISCO OLVERA SANCHEZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MENDEZ,PRI,JOSE LUIS GOMEZ MORUA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MENDEZ,PRI,JUAN MASCORRO BOTELLO,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MENDEZ,PRI,NOE OBREGON PALACIOS,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MENDEZ,TSTAMPS,PEDRO LOERA ALMARAZ,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MIER,COAL,ALBERTO GONZALEZ PEÑA,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,MIER,CUXT,JOSE IVAN MANCIAS HINOJOSA,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MIER,PAN,JOSE PATROCLO TREVIÑO RAMOS,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MIER,PAN,ROBERTO GONZALEZ GONZALEZ,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MIER,PAN,ROBERTO GUSTAVO GONZALEZ HINOJOSA,del 01-Oct-2018 al 30-Sep-2021,2018
TAMAULIPAS,MIER,PAN,ROBERTO GUSTAVO GONZALEZ HINOJOSA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MIER,PRI,ABDON CANALES DIAZ,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MIER,PRI,ENRIQUE MALDONADO QUINTANILLA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MIER,PRI,JESUS ANGEL GUERRA MACIAS,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,MIER,PRI,JESUS HUMBERTO HINOJOSA VIVANCO,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MIER,PRI,JOSE HERBEY RAMOS RAMOS,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MIGUEL ALEMAN,COAL,RAMON EDMUNDO RODRIGUEZ GARZA,del 01-Ene-2011 al 31-Dic-2013,2011
TAMAULIPAS,MIGUEL ALEMAN,CUXT,SERVANDO LOPEZ MORENO,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MIGUEL ALEMAN,PAN,RAMIRO CORTEZ BARRERA,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MIGUEL ALEMAN,PAN,RAMIRO CORTEZ BARRERA,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MIGUEL ALEMAN,PAN,ROSA ICELA CORRO ACOSTA,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MIGUEL ALEMAN,PAN,SANTIAGO GOMEZ STRINGEL,del 01-Ene-1996 al 31-Dic-1998,1996
TAMAULIPAS,MIGUEL ALEMAN,PRI,ALFONSO RAMIREZ RODRIGUEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MIGUEL ALEMAN,PRI,JESUS AMANDO SAENZ BARRERA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MIGUEL ALEMAN,PRI,LIBALDO GARZA MORENO,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MIGUEL ALEMAN,PRI,RAUL ANTONIO RODRIGUEZ BARRERA,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MIGUEL ALEMAN,PRI,SERVANDO LOPEZ MORENO,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,MIQUIHUANA,COAL,MA GUADALUPE RODRIGUEZ GAMEZ,del 03-Oct-2016 al 02-Oct-2018,2017
TAMAULIPAS,MIQUIHUANA,CUXT,JAVIER REYNA JARAMILLO,del 01-Ene-2008 al 31-Dic-2010,2008
TAMAULIPAS,MIQUIHUANA,PAN,BALTAZAR VARGAS RANGEL,del 01-Oct-2013 al 30-Sep-2016,2014
TAMAULIPAS,MIQUIHUANA,PAN,GLADIS MAGALIS VARGAS RANGEL,del 01-Oct-2021 al 30-Sep-2024,2022
TAMAULIPAS,MIQUIHUANA,PAN,MA ANSELMA DE LEON CRUZ,del 01-Oct-2018 al 30-Sep-2021,2019
TAMAULIPAS,MIQUIHUANA,PRI,ERASMO RODRIGUEZ GAMEZ,del 01-Ene-1999 al 31-Dic-2001,1999
TAMAULIPAS,MIQUIHUANA,PRI,EVODIO BULNES GARCIA,del 01-Ene-2002 al 31-Dic-2004,2002
TAMAULIPAS,MIQUIHUANA,PRI,FRANCISCO ALEJOS BECERRA,del 01-Ene-1993 al 31-Dic-1995,1993
TAMAULIPAS,MIQUIHUANA,PRI,JUAN RODRIGUEZ GAMEZ,del 01-Ene-2005 al 31-Dic-2007,2005
TAMAULIPAS,MIQUIHUANA,PRI,MARICELA RODRIGUEZ DEL VALLE,del 01-Ene-1996 al 31-Dic-1998,1996
